SN,SMT ID,IMIS ID,"New LAC 
 [ After De-limitation ]","Block
 [ After Delimitation ]",GP,Type,Scheme Type,Name of Scheme,SO NAME,Contractor Name,FHTC Target as per TS / DPR,FHTC Achieved,Sub-Division,"Work Status 
[ as per JJM Brain as on 10-08-2026 ]","Operational Status as per JJM Brain 
[ as on 10-08-2026 ]",PWSS Operational Status as per FIELD,"Work will be resolve / done by
[ For Partially or Non Operative PWSS ]","Estimate Prepared or Not
[ For Partially or Non Operative PWSS ]","Whether AA Accorded
[ For Partially or Non Operative PWSS ]","Work Allotted or Not
[ For Partially or Non Operative PWSS ]",Estimate Amount [ in Rs. ],If Work Allotted - Name of the Contractor,Work Status for making the PWSS functional [ Not Started / Ongoing / Halted / Completed ],Remarks,Specific Reason from JJM Brain / Issue,Tariff Collection,Issue will Resolve by / Action Taken,"Physical progress (in %) as per IMIS
 [ 30-06-2026 ]",Estimate provided under SOPD,"Estimate Amount to SOPD
 [ in Rs ]"
147,10902,30085536,MAKUM,MAKUM,BAGHJAN,NEW,TEA GARDEN SCHEME,DIGHAL TARANG PART 1 PWSS,ASIF,M/S Nunu Enterprise,405,401,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,70,,
148,10901,30217054,MAKUM,MAKUM,BAGHJAN,NEW,TEA GARDEN SCHEME,DIGHALTARANG T.E. 120-117 PWSS,ASIF,M/S Soumya Nirman And Construction Pvt. Ltd.,237,225,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
149,10903,30217066,MAKUM,MAKUM,BAGHJAN,NEW,TEA GARDEN SCHEME,DIGHALTARANG T.E. 121-122-118 PWSS,ASIF,M/S Puna Hinda,784,623,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
150,22479,30218435,MAKUM,MAKUM,BAGHJAN,NEW,NON TEA GARDEN,Diyamuli Gaon pwss,SUMU,Navish Tulshyan,235,166,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
157,16821,30185331,MAKUM,MAKUM,BAJALTALI,NEW,TEA GARDEN SCHEME,BOZALTOLI T.E.(DIV.) NO-13 FS.GT PWSS,ATLANTA,Kalyan Chetia,128,97,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,89754,Jugita Moran,Ongoing,,,Tariff Collection: NO,,100,,
160,16823,30145713,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,DIHINGIA GAON PWSS,ATLANTA,HEMANTA SINGHA,186,186,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
162,10725,30077720,MAKUM,MAKUM,BAJALTALI,NEW,TEA GARDEN SCHEME,GELAPUKHURI T.E.258 NLR .GT. PART 2 PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,397,223,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
163,10737,30077706,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,BAZALTOLI GAON PART 2 PWSS ( HUKANPUKHURI NO 1 ),RAJDEEP,M/s Neccon Power & Infra Limited,493,328,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
164,10741,30076245,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,HENGALGURI PWSS ( HUKANPUKHURI NO 2 ),RAJDEEP,M/s Neccon Power & Infra Limited,395,284,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,85,,
165,22513,30218163,MAKUM,MAKUM,BAJALTALI,NEW,TEA GARDEN SCHEME,HUKANPUKHURI NO 3 PWSS,ATLANTA,LACHIT PHUKAN,248,244,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,90604,DK BORA,Ongoing,,Theft of Centrifugal Pump Set,Tariff Collection: NO,,43,,
166,22515,30218177,MAKUM,MAKUM,BAJALTALI,NEW,TEA GARDEN SCHEME,HUKANPUKHURI NO 4 PWSS,ATLANTA,Rajiv Gohain,173,154,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
171,16827,30039603,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,LEZAIHULA PART I PWSS,ATLANTA,VISHAL BAHETI,427,362,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,GAUTAM DAS,,,,Tariff Collection: NO,,30,,
172,29118,30202701,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,NAKHRAI GAON PT I PWSS,ATLANTA,SRI DHIRU KAMAL NEOG,167,161,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,59232,Jugita Moran,Completed,,,Tariff Collection: NO,,38,,
173,10744,30076254,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,NO-1BALUPARA PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,359,243,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,99937,DHIRUKAMAL NEOG,,,,Tariff Collection: NO,,100,,
174,16836,30203957,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,NO-2 BALUPARA GAON PWSS,ATLANTA,SRI DHIRU KAMAL NEOG,135,135,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,NO,,,,GAUTAM DAS,,,,Tariff Collection: NO,,95,,
175,16838,30203958,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,NOKHRAI DHEKERI PWSS,ATLANTA,Rijul Bawa,104,51,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,134431,NOMITA CHUTIA,Completed,,,Tariff Collection: NO,,100,,
176,10747,30076251,MAKUM,MAKUM,BAJALTALI,NEW,TEA GARDEN SCHEME,NOKHROY T.E. 162-159 NLR - 149-146 NLR PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,640,522,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,98573,DHIRUKAMAL NEOG,,,Leakage in Distribution Line,Tariff Collection: NO,,100,,
177,16842,30147319,MAKUM,MAKUM,BAJALTALI,NEW,TEA GARDEN SCHEME,NOKHROY TE.149-146(P)161-158 216-194-192 PWSS,ATLANTA,SRI DHIRU KAMAL NEOG,327,327,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,92972,Jugita Moran,Completed,,,Tariff Collection: NO,,70,,
178,16845,30203971,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,OKANIMURIYA BONGALI 2 PWSS,ATLANTA,Nortech Power Projects Pvt. Ltd.,120,109,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,53946,Subrata Neog,Completed,,,Tariff Collection: NO,,85,,
179,16846,30072986,MAKUM,MAKUM,BAJALTALI,NEW,TEA GARDEN SCHEME,PABHAJAN T.E.223-221 NLR PWSS,ATLANTA,PRACHURYA NEOG,257,101,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,25,,
180,16849,30196427,MAKUM,MAKUM,BAJALTALI,NEW,NON TEA GARDEN,PADUMANI PWSS,ATLANTA,Rijul Bawa,230,230,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,NO,,,,GAUTAM DAS,,,,Tariff Collection: NO,,100,,
468,11229,30017381,MAKUM,MAKUM,HATIJAN,NEW,NON TEA GARDEN,AMGURI GAON PWSS,RISHA,M/S PURBVATTAR ENTERPRISE,491,309,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,186351,SUBRATA NEOG,,,,Tariff Collection: NO,,46,,
471,22490,30218064,MAKUM,MAKUM,BAREKURI,NEW,NON TEA GARDEN,BAREKURI GAON PWSS,ANINDITA,Nortech Power Projects Pvt. Ltd.,290,226,TINSUKIA,HANDED_OVER,OPERATIVE,Non Operative,OTHERS - PL SPECIFY IN REMARKS,,,,,,,electricity bill pending,,Tariff Collection: NO,,100,,
472,17703,30216416,MAKUM,MAKUM,BAREKURI,NEW,NON TEA GARDEN,BEBEJIA GAON PWSS,ANINDITA,Manirul Haque Ansari,146,160,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,,,,,,,,Tariff Collection: NO,CONTRACTOR - Work Ongoing,100,,
473,17705,30216440,MAKUM,MAKUM,BAREKURI,NEW,NON TEA GARDEN,BETJAN BONGALI GAON PWSS,ANINDITA,M/S Tirupati & Associates,118,68,TINSUKIA,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,19,,
474,11215,30000850,MAKUM,MAKUM,HAPJAN,NEW,TEA GARDEN SCHEME,BETJAN T.E. 154-151 NLR PWSS,RISHA,Kalyan Chetia,330,330,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
475,11217,30023573,MAKUM,MAKUM,HAPJAN,NEW,TEA GARDEN SCHEME,BETJAN T.E. 255 NLR PWSS,RISHA,Dulal Dutta,273,273,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,195881,SUBRATA NEOG,Ongoing,,,Tariff Collection: NO,,100,,
476,17770,30018516,MAKUM,MAKUM,HAPJAN,NEW,TEA GARDEN SCHEME,BETJAN T.E. 297 NLR PWSS,RISHA,Kalyan Chetia,129,129,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,NO,78371,,,,Centrifugal Pump Malfunction:Leakage in Distribution Line,Tariff Collection: NO,,100,,
477,19457,30216859,MAKUM,MAKUM,HAPJAN,NEW,TEA GARDEN SCHEME,CCHUTA HAPJAN PART 1 PWSS,RISHA,M/S Tirupati & Associates,152,172,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: YES,,100,,
479,11220,30000864,MAKUM,MAKUM,HAPJAN,NEW,TEA GARDEN SCHEME,CHOTOHAPJAN 114-4 NLR. PWSS,RISHA,Kalyan Chetia,535,535,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,OTHERS - PL SPECIFY IN REMARKS,,,,,,,disconn. due to non-payment of E. Bill,Leakage in Distribution Line:Valve Leakage/Damage,Tariff Collection: NO,,100,,
480,17773,30036609,MAKUM,MAKUM,HAPJAN,NEW,TEA GARDEN SCHEME,CHOTOHAPJAN 120 (PATTALAND) PWSS,RISHA,Kalyan Chetia,233,203,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,110124,SARTHI CHETRI,Not Started,Allotted by Panchayat,Centrifugal Pump Malfunction,Tariff Collection: YES,,100,,
481,17774,30216865,MAKUM,MAKUM,HAPJAN,NEW,NON TEA GARDEN,CHUTA HAPJAN NAGAON PWSS,RISHA,M/S Tirupati & Associates,139,70,TINSUKIA,ONGOING,,,,,,,,,,,,Tariff Collection: NO,,100,,
482,11211,30014817,MAKUM,MAKUM,HAPJAN,NEW,TEA GARDEN SCHEME,CHUTA HAPJAN T.E. 129 FS. PWSS,RISHA,Manirul Haque Ansari,383,368,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,PWD,YES,NO,NO,903398,,,,Pipeline Damage due to PWD road construction or Augmentation,Tariff Collection: YES,,100,,
483,17787,30190679,MAKUM,MAKUM,HAPJAN,NEW,TEA GARDEN SCHEME,CHUTA HAPJAN T.E. 56 WL PWSS,RISHA,Kalyan Chetia,135,140,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
484,22496,30222121,MAKUM,MAKUM,BAREKURI,NEW,NON TEA GARDEN,DENKA GAON PART-2 PWSS,ANINDITA,ARUPJYOTI GOGOI,214,131,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
485,17706,30222118,MAKUM,MAKUM,BAREKURI,NEW,NON TEA GARDEN,DENKA GAON PWSS,ANINDITA,Nortech Power Projects Pvt. Ltd.,159,159,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,98650,RUPAM BORAH,Completed,,,Tariff Collection: NO,,100,,
492,17707,30191269,MAKUM,MAKUM,BAREKURI,NEW,NON TEA GARDEN,DIGHAL SAKO GAON PWSS,ANINDITA,Nortech Power Projects Pvt. Ltd.,150,164,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,75119,SUBRATA NEOG,Completed,,,Tariff Collection: NO,,100,,
494,17794,30192573,MAKUM,MAKUM,HAPJAN,NEW,NON TEA GARDEN,GANGABARI CHUCK PWSS,RISHA,Rajiv Gohain,191,202,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
495,22504,30218120,MAKUM,MAKUM,BAREKURI,NEW,NON TEA GARDEN,GARIATING CHUCK PWSS,ANINDITA,Sri Jitu Hazarika,118,105,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,80,,
501,11226,30217040,MAKUM,MAKUM,HATIJAN,NEW,NON TEA GARDEN,HALLOWTUP GAON PWSS,RISHA,M/S Soumya Nirman And Construction Pvt. Ltd.,272,202,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,85,,
503,11250,30048110,MAKUM,MAKUM,HATIJAN,NEW,TEA GARDEN SCHEME,HILIKHA T.E. 5 WL PWSS,RISHA,M/S Puna Hinda,1161,1035,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,85,,
504,11310,30216619,MAKUM,MAKUM,HATIJAN,NEW,TEA GARDEN SCHEME,HUKANGURI T.E. 110 FS. PWSS,RISHA,M/s Shri Ohm Construction,292,251,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
505,11313,30015743,MAKUM,MAKUM,HATIJAN,NEW,TEA GARDEN SCHEME,HUKANGURI T.E. 23-20 NLR PWSS,RISHA,M/S Nunu Enterprise,385,387,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
506,17803,30196237,MAKUM,MAKUM,HATIJAN,NEW,TEA GARDEN SCHEME,HUKANGURI T.E. 86 NLR PWSS,RISHA,M/S Sumar Construction,310,242,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,85,,
509,17709,30193888,MAKUM,MAKUM,BAREKURI,NEW,TEA GARDEN SCHEME,LANGSOWAL T.E. 210-208 PWSS,ANINDITA,Nortech Power Projects Pvt. Ltd.,163,163,TINSUKIA,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,,,,,,,Leakage in Distribution Line,Tariff Collection: YES,,100,,
510,11221,30216825,MAKUM,MAKUM,HAPJAN,NEW,NON TEA GARDEN,LESENGKA BANGALI GAON PWSS,RISHA,Pranab Chetia,443,450,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,79,,
511,10908,30216843,MAKUM,MAKUM,BAREKURI,NEW,TEA GARDEN SCHEME,LONGSOWAL T.E. 109-112 PWSS,ANINDITA,Nortech Power Projects Pvt. Ltd.,480,417,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,99924,SUBRATA NEOG,Completed,,,Tariff Collection: NO,,81,,
512,10909,30014914,MAKUM,MAKUM,BAREKURI,NEW,TEA GARDEN SCHEME,LONGSOWAL T.E. 254 NLR PWSS,ANINDITA,M/S Purbantar Enterprise,258,258,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,OTHERS - PL SPECIFY IN REMARKS,,,,,inactive jal mitra,,inactive jalmitra,Leakage in Distribution Line:Valve Leakage/Damage,Tariff Collection: NO,,100,,
513,17714,30014415,MAKUM,MAKUM,BAREKURI,NEW,TEA GARDEN SCHEME,LONSOWAL T.E. 429-192 NLR PWSS,ANINDITA,Prosanta Hatibaruah,198,190,TINSUKIA,HANDED_OVER,OPERATIVE,Non Operative,P&RD - 15 FC,ON PROCESS,,,,,,,,Tariff Collection: NO,,42,,
514,22518,30218239,MAKUM,MAKUM,HAPJAN,NEW,NON TEA GARDEN,Makum junction gaon PWSS,RISHA,Kalyan Chetia,216,252,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,,,,,,,,contractor will do on good will,,Tariff Collection: NO,,85,,
520,11225,30077802,MAKUM,MAKUM,HAPJAN,NEW,NON TEA GARDEN,NO.2 CHUTAHAPJAN GAON PWSS,RISHA,Kalyan Chetia,468,372,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,77659,Subrata Neog ,Ongoing,,,Tariff Collection: NO,,100,,
521,17796,30203951,MAKUM,MAKUM,HAPJAN,NEW,NON TEA GARDEN,NO.3 CHOTOHAPJAN GAON PWSS,RISHA,Kalyan Chetia,197,197,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,95,,
533,17799,30217150,MAKUM,MAKUM,HAPJAN,NEW,NON TEA GARDEN,SANTIPUR CHUBURI PWSS,RISHA,M/S Electro Mechnico Projects (P) Ltd,131,131,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,82314,Subrata Neog ,Ongoing,,,Tariff Collection: NO,,90,,
535,17715,30183786,MAKUM,MAKUM,BAREKURI,NEW,NON TEA GARDEN,TARAJAN GAON PT 1 PWSS,ANINDITA,Nortech Power Projects Pvt. Ltd.,105,96,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,,,,,,,,Tariff Collection: NO,,100,,
702,18085,30191273,MAKUM,MAKUM,LANGKASHI,NEW,NON TEA GARDEN,DIMORUHOLLA PWSS,RANJITA,ANANGA SONOWAL,234,186,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,85,,
703,18099,30010873,MAKUM,MAKUM,TENGAPANI,NEW,NON TEA GARDEN,HEBEDA BONGALI GAON PWSS,PADMINI,M/S N.D. Enterprises,261,261,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,95690,SUBRATA NEOG,Completed,,,Tariff Collection: NO,,100,,
704,18103,30022923,MAKUM,MAKUM,TENGAPANI,NEW,NON TEA GARDEN,HEBEDA TE.WLA NO-32 PWSS,PADMINI,ALOK KUMAR SINGH,227,199,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,77,,
707,22510,30218209,MAKUM,MAKUM,TENGAPANI,NEW,NON TEA GARDEN,Kherbari PWSS,PADMINI,UMESHWAE ROY,162,139,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
709,11776,30004522,MAKUM,MAKUM,TENGAPANI,NEW,TEA GARDEN SCHEME,LANGKACHI T.E.307-329 NLR. PWSS,PADMINI,Nortech Power Projects Pvt. Ltd.,216,216,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,80,,
710,22486,30218247,MAKUM,MAKUM,TENGAPANI,NEW,NON TEA GARDEN,MAKUM POLICE CAMP PWSS,PADMINI,UMESHWAE ROY,144,99,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,90,,
714,22476,30218768,MAKUM,MAKUM,LANGKASHI,NEW,NON TEA GARDEN,RAJGARAH TE PWSS,RANJITA,Kirti Kamal Baruah,41,32,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,90,,
715,19490,30199644,MAKUM,MAKUM,TENGAPANI,NEW,TEA GARDEN SCHEME,RAJGHAR TE KHER PWSS,PADMINI,UMESHWAE ROY,637,599,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,49,,
716,22485,30218770,MAKUM,MAKUM,TENGAPANI,NEW,TEA GARDEN SCHEME,TENGAPANI TE GARDEN PWSS,PADMINI,M/S S.B. Enterprise,64,60,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,40992,SUBRATA NEOG,Completed,,,Tariff Collection: NO,,100,,
717,18105,30116431,MAKUM,MAKUM,TENGAPANI,NEW,TEA GARDEN SCHEME,TENGAPANI TE.664-105 NLR.GT. PWSS,PADMINI,Kajal Hore,82,82,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,,,99293,PRATIM SONOWAL,Ongoing,,,Tariff Collection: NO,,29,,
718,11791,30003754,MAKUM,MAKUM,TENGAPANI,NEW,TEA GARDEN SCHEME,TENGAPANI TE.NO-316 NLR.GT. PWSS,PADMINI,Nortech Power Projects Pvt. Ltd.,358,358,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,41,,
719,11794,30025202,MAKUM,MAKUM,TENGAPANI,NEW,NON TEA GARDEN,TINGRAI GAON PT II PWSS,PADMINI,Nortech Power Projects Pvt. Ltd.,314,314,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
720,18107,30184001,MAKUM,MAKUM,TENGAPANI,NEW,NON TEA GARDEN,TINGRAI HEBEDA PWSS,PADMINI,Himanta Gogoi,85,85,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,NO,YES,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Not Started,100,,
721,10769,30077549,MAKUM,MAKUM,DIMORUGURI,NEW,NON TEA GARDEN,GAHARIPAM GAON PART 2 PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,281,217,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,52,,
722,16866,30196323,MAKUM,MAKUM,DIMORUGURI,NEW,NON TEA GARDEN,JUGIPATHAR PWSS,SUMU,Kalyan Chetia,238,221,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,NO,NO,NO,,,,,,Tariff Collection: NO,,79,,
723,10771,30077796,MAKUM,MAKUM,DIMORUGURI,NEW,NON TEA GARDEN,KADOMONI GAON PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,517,390,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Not Started,100,,
724,10779,30077799,MAKUM,MAKUM,DIMORUGURI,NEW,NON TEA GARDEN,KAPTANCHUK GAON PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,539,307,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,35,,
725,16869,30193268,MAKUM,MAKUM,DIMORUGURI,NEW,NON TEA GARDEN,KUKUREKHOWA PWSS,SUMU,Nortech Power Projects Pvt. Ltd.,107,100,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
726,10783,30077530,MAKUM,MAKUM,DIMORUGURI,NEW,NON TEA GARDEN,LUNPURIYA BENGALI PT 2 PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,259,197,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,94,,
727,22517,30218223,MAKUM,MAKUM,DIMORUGURI,NEW,NON TEA GARDEN,LUNPURIYA BENGALI PT 5 PWSS,SUMU,VISHAL BAHETI,198,176,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,43080,SUBRATA NEOG,Ongoing,,,Tariff Collection: NO,Estimates Already send under SOPD to HQ,100,YES,726955
728,22516,30218775,MAKUM,MAKUM,DIMORUGURI,NEW,NON TEA GARDEN,LUNPURIYA KAIBARTA PT 1 PWSS,SUMU,VISHAL BAHETI,131,131,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
729,10894,30077501,MAKUM,MAKUM,PANITOLA,NEW,NON TEA GARDEN,PANITOLA PART 2 PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,262,240,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,18,,
730,10895,30077546,MAKUM,MAKUM,PANITOLA,NEW,TEA GARDEN SCHEME,PANITOLA T.E. 108-105 FS PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,278,272,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,87502,TUSHAR SHARMA,,,Leakage in Distribution Line:Electrical Fault in the Starter,Tariff Collection: NO,,46,,
731,10896,30045407,MAKUM,MAKUM,PANITOLA,NEW,TEA GARDEN SCHEME,PANITOLA T.E. NO - 105-102-75-72 NLR PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,623,477,TINSUKIA,ONGOING,PARTIALLY_OPERATIVE,,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
732,16909,30045411,MAKUM,MAKUM,PANITOLA,NEW,TEA GARDEN SCHEME,PANITOLA TE.NO-111 NLR NEW,RAJDEEP,M/s Neccon Power & Infra Limited,384,347,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,PWD,100,YES,391413
733,10898,30077525,MAKUM,MAKUM,PANITOLA,NEW,TEA GARDEN SCHEME,PANITOLA TE.NO-66 FS.GT PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,433,115,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
734,22508,30218301,MAKUM,MAKUM,PANITOLA,NEW,TEA GARDEN SCHEME,PANITOLA TE.NO-68 FS PT 1 PWSS,PRANAMIKA,Dulal Chandra Roy,125,121,TINSUKIA,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,82766,GAUTAM DAS,Ongoing,,Leakage in Distribution Line,Tariff Collection: NO,,100,,
735,10899,30077542,MAKUM,MAKUM,PANITOLA,NEW,TEA GARDEN SCHEME,PANITOLA TE.NO-68 FS.GT PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,237,210,TINSUKIA,ONGOING,PARTIALLY_OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,42,,
736,10900,30077791,MAKUM,MAKUM,PANITOLA,NEW,NON TEA GARDEN,PANITOLA TOWN PWSS,RAJDEEP,M/s Neccon Power & Infra Limited,428,363,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
